,step,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
3816,256,327372.85,90870.0,418242.85,3765156.51,3437783.66,0
3817,514,46704.79,22754629.69,22801334.48,269583.08,222878.29,0
3818,402,256366.88,3249.0,0.0,0.0,256366.88,0
3819,210,72880.58,4952556.29,5025436.87,792168.11,719287.52,0
3820,38,448503.38,0.0,0.0,699736.33,1148239.71,0
3821,588,5817.54,52350.0,46532.46,38347.26,44164.8,0
3822,18,64669.88,720171.71,784841.59,0.0,0.0,0
3823,41,79709.13,203675.46,283384.59,0.0,0.0,0
3824,236,13597.74,10862.0,0.0,0.0,0.0,0
3825,185,202416.07,51931.0,0.0,4041092.45,4243508.52,0
3826,256,812830.05,71048.0,0.0,9994223.38,11027324.56,0
3827,139,44102.19,0.0,0.0,3020888.67,3064990.86,0
3828,590,576730.5,19936.0,596666.5,701600.89,124870.39,0
3829,260,58786.53,79815.0,21028.47,197031.48,255818.01,0
3830,213,121012.19,102641.0,0.0,282714.06,403726.25,0
3831,16,146770.35,1620456.61,1767226.96,2590732.15,2443961.8,0
3832,260,102874.16,0.0,0.0,2924963.63,3027837.79,0
3833,206,346362.86,100416.0,0.0,0.0,346362.86,0
3834,34,68861.7,69770.0,908.3,0.0,68861.7,0
3835,43,23042.96,2600295.96,2623338.93,370327.07,347284.11,0
3836,283,114892.59,0.0,0.0,2707026.49,2821919.08,0
3837,307,77343.95,0.0,0.0,457947.53,535291.48,0
3838,210,171482.84,0.0,0.0,319992.88,491475.73,0
3839,307,445.66,123196.95,122751.29,989637.38,990083.04,0
3840,400,5242.35,0.0,0.0,0.0,0.0,0
3841,254,70608.93,0.0,0.0,304387.27,374996.2,0
3842,690,291133.59,0.0,0.0,1110493.8,1401627.39,0
3843,163,5601.88,782771.44,777169.57,0.0,0.0,0
3844,17,3119.35,0.0,0.0,0.0,0.0,0
3845,378,39366.07,104414.0,65047.93,499022.43,538388.5,0
3846,211,40739.73,61916.0,102655.73,28117.11,0.0,0
3847,160,538151.77,0.0,0.0,2397622.62,2935774.4,0
3848,349,6667.07,0.0,0.0,0.0,0.0,0
3849,358,55134.22,0.0,0.0,132789.74,187923.96,0
3850,19,18087.61,0.0,0.0,0.0,0.0,0
3851,331,16417.81,30595.0,14177.19,0.0,0.0,0
3852,326,2543.42,0.0,0.0,0.0,0.0,0
3853,156,403283.28,51241.0,0.0,0.0,403283.28,0
3854,234,326680.62,2449.0,0.0,382318.67,708999.29,0
3855,262,5579.62,130603.0,125023.38,2652922.19,2658501.81,0
3856,130,6017.45,30243.0,24225.55,0.0,0.0,0
3857,330,92818.04,0.0,0.0,334803.58,427621.62,0
3858,137,46060.34,62997.0,16936.66,308027.31,354087.65,0
3859,257,69915.63,0.0,0.0,1638558.39,1708474.02,0
3860,279,154497.85,9935.0,164432.85,4757358.84,4602861.0,0
3861,211,1304.62,49607.0,48302.38,0.0,0.0,0
3862,401,16380.78,94205.91,77825.12,0.0,0.0,0
3863,371,440815.45,0.0,0.0,1178861.24,1619676.69,0
3864,384,30999.34,0.0,0.0,0.0,0.0,0
3865,158,107623.13,276348.52,383971.65,994852.08,887228.95,0
3866,375,55246.3,3678.17,0.0,408890.11,464136.41,0
3867,45,230219.85,21537.0,0.0,581622.77,932178.27,0
3868,328,7773136.62,0.0,0.0,11102904.93,18876041.55,0
3869,352,58804.75,11566.0,0.0,0.0,58804.75,0
3870,283,165510.99,1076.0,0.0,406845.58,572356.57,0
3871,159,252846.95,0.0,0.0,2598252.6,2851099.55,0
3872,38,273574.32,123.0,0.0,2950454.98,3224029.3,0
3873,15,67385.52,0.0,0.0,124473.63,191859.15,0
3874,227,45453.44,1736177.55,1781630.99,132530.96,87077.52,0
3875,402,164907.3,0.0,0.0,475480.51,640387.81,0
3876,44,9200.12,0.0,0.0,0.0,0.0,0
3877,163,30176.92,22187.0,0.0,0.0,0.0,0
3878,178,32671.71,148421.0,181092.71,1118626.25,1085954.54,0
3879,263,6508.98,0.0,0.0,63676.14,70185.12,0
3880,402,185380.94,5900742.43,6086123.37,258365.67,72984.73,0
3881,181,231147.49,30329.0,261476.49,859602.59,628455.1,0
3882,180,71897.45,60928.0,132825.45,596655.17,524757.72,0
3883,237,293335.75,3411725.15,3705060.9,1808212.46,1514876.71,0
3884,184,97096.72,503.0,0.0,516437.34,613534.06,0
3885,130,5584.96,5558352.59,5563937.56,6307844.01,6302259.05,0
3886,163,417827.99,0.0,0.0,10086159.06,10503987.04,0
3887,207,4251.4,0.0,0.0,0.0,0.0,0
3888,304,93614.5,10422.0,0.0,620811.54,714426.04,0
3889,348,277315.39,0.0,0.0,542986.45,820301.84,0
3890,43,136478.81,11862.0,0.0,373961.21,510440.02,0
3891,136,362739.94,0.0,0.0,1163279.04,2288131.79,0
3892,374,104545.18,0.0,0.0,10665152.35,10769697.53,0
3893,206,223994.61,20245.0,0.0,3405947.32,3629941.93,0
3894,345,69823.51,54510.0,124333.51,0.0,0.0,0
3895,396,9319.04,12423.0,3103.96,0.0,0.0,0
3896,303,10453.38,0.0,0.0,0.0,0.0,0
3897,283,91545.58,589.0,0.0,0.0,91545.58,0
3898,15,3137.05,0.0,0.0,0.0,0.0,0
3899,181,126144.68,10611543.57,10737688.25,3841392.09,3715247.42,0
3900,203,116236.33,57833.0,174069.33,20286.0,0.0,0
3901,234,88460.56,9941.0,0.0,2044091.22,2132551.78,0
3902,274,4303.48,1470468.79,1474772.26,73227.65,68924.17,0
3903,236,3070.07,425098.3,422028.24,0.0,0.0,0
3904,327,388724.74,17243.0,0.0,0.0,388724.74,0
3905,253,421380.41,14710.0,436090.41,8981.91,0.0,0
3906,354,445482.29,617.0,446099.29,0.0,0.0,0
3907,354,357567.38,157287.0,0.0,27438.34,385005.72,0
3908,239,13137.4,322432.97,309295.56,0.0,0.0,0
3909,614,68043.55,31663.0,0.0,0.0,68043.55,0
3910,137,68278.01,0.0,0.0,878030.05,946308.05,0
3911,255,15259.45,0.0,0.0,0.0,0.0,0
3912,327,6438.9,0.0,0.0,0.0,0.0,0
3913,2,55940.69,0.0,0.0,82686.96,138627.65,0
3914,399,260066.42,0.0,0.0,848898.83,1108965.25,0
3915,181,542317.32,51507.0,0.0,134558.25,676875.57,0
3916,132,1380371.34,382221.0,0.0,564161.12,1944532.46,0
3917,590,101.86,0.0,0.0,0.0,0.0,0
3918,157,164213.42,3214426.11,3378639.53,173090.55,8877.13,0
3919,10,5093.2,22399.0,17305.8,0.0,0.0,0
3920,233,17507.71,10509.78,0.0,0.0,0.0,0
3921,380,281885.97,0.0,0.0,681615.6,963501.57,0
3922,279,36571.25,0.0,0.0,2192427.13,2228998.37,0
3923,407,127952.51,418.0,0.0,8467909.87,8595862.38,0
3924,349,175820.59,0.0,0.0,3864954.24,4040774.82,0
3925,155,12451.06,26247.0,38698.06,96325.1,83874.04,0
3926,333,831559.84,0.0,0.0,3763125.55,4594685.39,0
3927,401,5106.86,26660.0,21553.14,0.0,5106.86,0
3928,350,8702.73,0.0,0.0,0.0,0.0,0
3929,233,730124.53,0.0,0.0,2321957.05,3052081.58,0
3930,273,162836.46,1818110.29,1980946.76,381167.36,218330.89,0
3931,375,2539.17,0.0,0.0,0.0,0.0,0
3932,281,33807.28,0.0,0.0,0.0,0.0,0
3933,228,330731.02,11879.0,0.0,2154909.75,2485640.77,0
3934,155,58322.01,0.0,0.0,3159460.13,3217782.14,0
3935,14,9081.37,19024.0,9942.63,0.0,0.0,0
3936,252,655.79,322931.13,322275.34,0.0,0.0,0
3937,299,370589.04,6936.11,377525.15,5281866.62,4911277.58,0
3938,304,4727.8,105307.76,100579.95,0.0,0.0,0
3939,36,33096.28,0.0,0.0,0.0,0.0,0
3940,33,271182.97,1061.0,272243.97,47875.08,0.0,0
3941,184,10265.9,3720634.76,3730900.66,387303.83,377037.93,0
3942,212,13326.2,49545.0,36218.8,0.0,13326.2,0
3943,402,158198.32,0.0,0.0,1701730.72,1859929.04,0
3944,139,490.96,117581.0,117090.04,0.0,0.0,0
3945,283,1887.83,149012.0,147124.17,0.0,0.0,0
3946,332,95533.4,63.0,0.0,834435.19,929968.59,0
3947,369,151235.62,1702714.1,1853949.71,158670.44,7434.83,0
3948,45,79029.41,0.0,0.0,3730604.27,3809633.67,0
3949,154,2706.99,30334.0,27627.01,0.0,0.0,0
3950,139,119533.44,714.0,120247.44,367585.99,248052.55,0
3951,281,143340.8,652779.98,509439.18,236929.12,380269.92,0
3952,207,539877.13,23078.0,0.0,3376563.94,3916441.08,0
3953,181,56162.93,0.0,0.0,446055.11,502218.04,0
3954,140,46418.21,399565.0,353146.79,240764.59,287182.8,0
3955,302,20388.77,361238.34,340849.56,1055368.4,1075757.18,0
3956,401,108824.86,13673124.51,13781949.37,1304826.8,1196001.94,0
3957,35,7970.22,50915.0,42944.78,0.0,0.0,0
3958,13,268179.81,59944.0,0.0,277810.45,340124.79,0
3959,21,54472.1,0.0,0.0,0.0,0.0,0
3960,325,385.58,0.0,0.0,0.0,0.0,0
3961,302,11099.66,43571.0,32471.34,0.0,0.0,0
3962,137,406749.02,0.0,0.0,1105926.38,1512675.4,0
3963,302,110205.07,100779.0,0.0,712890.9,823095.97,0
3964,38,23664.0,10293789.24,10317453.24,723714.42,700050.42,0
3965,324,3128.8,0.0,0.0,0.0,0.0,0
3966,277,8794.55,11784.88,2990.34,0.0,0.0,0
3967,284,79163.79,2428.0,81591.79,256803.34,177639.56,0
3968,347,25167.56,77363.0,52195.44,0.0,0.0,0
3969,12,111225.18,0.0,0.0,834218.59,945443.77,0
3970,476,158202.88,9535.0,167737.88,0.0,0.0,0
3971,230,55715.72,64364.0,8648.28,498906.36,554622.07,0
3972,262,3693.44,419718.87,416025.43,0.0,0.0,0
3973,419,43570.04,50239.0,6668.96,0.0,0.0,0
3974,300,154475.52,8039.0,0.0,0.0,154475.52,0
3975,41,210973.84,91577.0,302550.84,0.0,0.0,0
3976,134,301233.58,6310728.78,6611962.36,558286.91,257053.33,0
3977,157,291526.27,2715642.1,3007168.37,4462202.3,4170676.03,0
3978,260,65872.34,17350.0,83222.34,1607640.78,1541768.44,0
3979,45,17325.75,30900.0,13574.25,0.0,0.0,0
3980,380,245119.78,0.0,0.0,2738978.58,2984098.36,0
3981,400,2088.63,113.0,0.0,10271155.9,10273244.52,0
3982,324,149275.46,0.0,0.0,193858.55,343134.01,0
3983,378,384743.47,138476.0,0.0,0.0,384743.47,0
3984,186,352996.61,0.0,0.0,3324154.99,3677151.61,0
3985,353,83967.8,93493.0,9525.2,12153.37,96121.16,0
3986,393,86695.16,583339.0,670034.16,0.0,0.0,0
3987,373,20338.05,211.0,0.0,0.0,0.0,0
3988,154,92784.19,0.0,0.0,6473227.77,6566011.96,0
3989,397,31418.97,7101486.35,7132905.32,171315.62,139896.65,0
3990,231,27707.2,13084.22,0.0,0.0,0.0,0
3991,311,9195.62,456845.0,447649.38,0.0,0.0,0
3992,162,70456.28,0.0,0.0,1316669.33,1387125.61,0
3993,348,11754.75,56139.0,44384.25,0.0,0.0,0
3994,132,42023.11,0.0,0.0,1784630.94,1519078.26,0
3995,201,129034.63,3057.0,132091.63,182903.09,53868.46,0
3996,297,45799.13,11421.0,0.0,0.0,0.0,0
3997,185,12665.28,0.0,0.0,0.0,0.0,0
3998,323,109054.84,9019.0,118073.84,0.0,0.0,0
3999,155,857.75,51223.0,50365.25,0.0,0.0,0
4000,403,9048.67,929.0,0.0,0.0,0.0,0
4001,134,302279.01,0.0,0.0,542261.08,844540.09,0
4002,165,185750.16,82.0,0.0,18169.18,203919.34,0
4003,203,337111.83,152282.0,0.0,0.0,337111.83,0
4004,250,40484.67,50036.0,9551.33,0.0,0.0,0
4005,306,5254.86,0.0,0.0,0.0,0.0,0
4006,249,363330.58,0.0,0.0,1720086.2,2083416.77,0
4007,307,61431.52,0.0,0.0,3677401.05,3738832.57,0
4008,182,134558.76,208903.93,74345.17,786634.97,921193.73,0
4009,255,27796.58,32636.0,4839.42,0.0,0.0,0
4010,210,501022.24,0.0,0.0,2217265.29,2718287.53,0
4011,253,147425.9,45166.0,0.0,33663.32,181089.21,0
4012,41,107726.25,0.0,0.0,941681.71,1049407.95,0
4013,351,297990.71,0.0,0.0,996817.67,1294808.38,0
4014,14,1535.4,48804.0,47268.6,0.0,0.0,0
4015,306,21724.84,20667.57,0.0,0.0,0.0,0
4016,378,22077.25,75555.0,53477.75,0.0,0.0,0
4017,308,12908.22,0.0,0.0,0.0,0.0,0
4018,396,11389.15,26804.0,15414.85,0.0,0.0,0
4019,142,5690.24,0.0,0.0,0.0,0.0,0
4020,211,178410.94,6181417.31,6359828.25,627180.38,448769.44,0
4021,278,138289.72,0.0,0.0,176894.37,315184.1,0
4022,275,181889.97,5554150.33,5736040.3,1535239.4,1353349.43,0
4023,20,27124.46,80695.0,53570.54,2610308.36,2637432.82,0
4024,377,1615254.93,0.0,0.0,2670771.27,4286026.2,0
4025,210,1548.27,118430.35,116882.08,0.0,0.0,0
4026,373,807287.52,384802.25,0.0,3009481.54,3816769.06,0
4027,33,37235.13,0.0,0.0,608886.33,646121.46,0
4028,135,292715.0,146396.0,0.0,2116022.74,2408737.75,0
4029,139,231818.3,6485219.5,6717037.79,763063.75,531245.45,0
4030,406,375726.55,0.0,0.0,2125699.51,2501426.06,0
4031,178,7516.82,20689.0,13172.18,0.0,0.0,0
4032,155,74843.63,18989.0,93832.63,0.0,0.0,0
4033,36,4092.83,114910.85,110818.02,0.0,0.0,0
4034,303,108821.3,10603.0,0.0,0.0,108821.3,0
4035,41,20878.45,0.0,0.0,781233.32,1579810.45,0
4036,371,298671.69,5206295.87,5504967.56,564061.03,265389.34,0
4037,132,72896.73,3992450.85,4065347.58,965640.78,2408450.57,0
4038,283,57267.42,44598.0,0.0,0.0,57267.42,0
4039,203,5229.8,0.0,0.0,0.0,0.0,0
4040,256,32856.09,582975.0,550118.91,1105887.32,1138743.41,0
4041,353,108996.21,1323707.4,1432703.61,1825318.29,1716322.08,0
4042,306,72665.76,0.0,0.0,5511953.26,5584619.02,0
4043,256,21820.35,0.0,0.0,0.0,0.0,0
4044,372,52107.49,1344193.31,1396300.8,2347714.78,2295607.28,0
4045,162,142992.92,6404.0,0.0,611721.09,754714.01,0
4046,586,305.0,0.0,0.0,0.0,0.0,0
4047,326,39959.61,31705.03,0.0,0.0,0.0,0
4048,153,274050.6,164087.0,0.0,2584024.25,2858074.85,0
4049,379,123591.51,106950.49,0.0,1834928.4,1958519.91,0
4050,167,292068.53,7147588.52,7439657.05,368935.5,76866.97,0
4051,299,248839.77,53195.0,0.0,0.0,248839.77,0
4052,371,267536.82,0.0,0.0,291525.56,559062.38,0
4053,207,18652.81,0.0,0.0,0.0,0.0,0
4054,306,69940.93,32320.0,102260.93,0.0,0.0,0
4055,260,223.78,0.0,0.0,0.0,0.0,0
4056,214,115398.04,6612.0,0.0,2554458.23,2669856.27,0
4057,694,16157.78,50038.0,33880.22,0.0,0.0,0
4058,39,207680.89,9494116.49,9701797.38,2054310.17,1708892.21,0
4059,377,388363.87,37356.0,0.0,0.0,388363.87,0
4060,229,31095.64,51154.0,20058.36,0.0,0.0,0
4061,303,239329.19,39571.0,0.0,123836.0,110527.24,0
4062,280,276312.61,21137.0,0.0,0.0,276312.61,0
4063,449,13783.15,2089.0,0.0,0.0,0.0,0
4064,228,862235.07,16802.0,0.0,61806.54,924041.61,0
4065,37,45939.08,11049.0,0.0,0.0,0.0,0
4066,400,11344.67,1518.0,0.0,0.0,0.0,0
4067,201,392255.6,326220.0,0.0,0.0,392255.6,0
4068,44,140964.04,455.0,141419.04,282740.37,141776.33,0
4069,234,508190.39,5022.0,0.0,0.0,508190.39,0
4070,398,2370283.61,218.0,0.0,3353.88,2373637.49,0
4071,257,82322.46,141815.64,59493.18,282022.76,364345.23,0
4072,10,117475.59,10532671.73,10650147.32,263046.0,0.0,0
4073,335,3601.76,7063.0,3461.24,0.0,0.0,0
4074,354,58771.67,2378923.0,2437694.68,294733.18,235961.5,0
4075,12,40977.38,18533062.72,18574040.1,53728.0,302390.13,0
4076,209,129752.55,0.0,0.0,2350185.14,2479937.69,0
4077,381,168553.88,0.0,0.0,761582.55,930136.43,0
4078,46,1031.3,983.0,0.0,0.0,0.0,0
4079,166,357.96,0.0,0.0,0.0,0.0,0
4080,120,947.13,154416.0,153468.87,0.0,0.0,0
4081,48,36077.03,0.0,36077.03,427985.82,391908.79,0
4082,234,19487.37,10822.0,0.0,0.0,0.0,0
4083,257,13592.08,2125631.65,2139223.73,216688.1,203096.02,0
4084,256,5015.6,0.0,0.0,0.0,0.0,0
4085,14,159205.95,0.0,0.0,358279.0,512155.97,0
4086,162,3515.11,308.0,0.0,0.0,0.0,0
4087,369,406779.96,13837.0,0.0,1190777.99,1597557.96,0
4088,36,121024.52,10403515.38,10524539.89,306415.37,274793.31,0
4089,256,11545.53,73639.0,62093.47,0.0,0.0,0
4090,35,140868.48,306473.23,165604.75,889409.03,1030277.51,0
4091,401,464097.89,1151.0,0.0,75019.45,539117.35,0
4092,254,293569.17,0.0,0.0,1293556.74,1587125.9,0
4093,235,3442.57,2501.0,0.0,11584.06,15026.63,0
4094,231,7904.98,111849.0,103944.02,0.0,0.0,0
4095,249,328330.24,24578.0,0.0,0.0,328330.24,0
4096,371,95314.78,0.0,0.0,1579132.11,1674446.89,0
4097,41,9323.14,125489.31,116166.17,0.0,0.0,0
4098,305,2839.69,0.0,0.0,2088823.14,2091662.84,0
4099,404,15775.29,0.0,0.0,0.0,0.0,0
4100,163,13484.65,0.0,0.0,430331.05,443815.7,0
4101,346,8240.12,11019.0,2778.88,0.0,0.0,0
4102,301,210305.25,1247953.89,1458259.14,274206.19,63900.94,0
4103,306,6549.32,29331.0,22781.68,0.0,0.0,0
4104,160,15798.16,0.0,0.0,0.0,0.0,0
4105,395,265270.07,61019.0,0.0,0.0,265270.07,0
4106,206,4096.37,0.0,0.0,585709.66,589806.03,0
4107,331,112505.74,1041.0,0.0,0.0,112505.74,0
4108,284,4429.79,0.0,0.0,0.0,0.0,0
4109,351,18806.93,0.0,0.0,0.0,0.0,0
4110,228,69848.64,767.0,0.0,0.0,0.0,0
4111,16,141092.37,0.0,0.0,327566.04,225157.17,0
4112,253,988915.98,31500.0,0.0,2945.27,991861.25,0
4113,134,10419.56,64073.48,53653.92,0.0,0.0,0
4114,212,11644.43,0.0,0.0,0.0,0.0,0
4115,351,111526.5,459.0,0.0,0.0,111526.5,0
4116,345,165678.81,78500.29,0.0,381678.34,547357.15,0
4117,345,1307680.17,0.0,0.0,4469081.23,5776761.41,0
4118,12,448068.74,0.0,0.0,510481.28,1147465.44,0
4119,94,6623.59,0.0,0.0,0.0,0.0,0
4120,203,13832.77,418168.07,404335.3,0.0,0.0,0
4121,251,195290.49,0.0,0.0,225529.84,420820.34,0
4122,251,191412.0,19998.0,0.0,45664.2,237076.19,0
4123,282,8256.68,256524.93,248268.25,0.0,0.0,0
4124,301,163950.04,25565.0,0.0,0.0,163950.04,0
4125,208,201242.71,0.0,0.0,1310516.51,1511759.22,0
4126,490,24960.15,4218.0,0.0,0.0,0.0,0
4127,142,1734.79,128278.55,126543.76,0.0,0.0,0
4128,278,2092.51,0.0,0.0,0.0,0.0,0
4129,154,100970.99,10031.0,0.0,0.0,100970.99,0
4130,347,1142205.23,5292.0,0.0,0.0,1142205.23,0
4131,322,18557.58,0.0,0.0,0.0,0.0,0
4132,35,89707.83,30826.0,0.0,213675.66,303383.49,0
4133,277,269570.73,320.0,269890.73,426221.45,156650.72,0
4134,307,184619.87,31405.0,0.0,0.0,184619.87,0
4135,209,34328.85,0.0,0.0,0.0,0.0,0
4136,181,28187.77,5430582.45,5458770.23,113435.98,85248.21,0
4137,306,386720.53,0.0,0.0,959721.96,1346442.49,0
4138,212,16200.8,50018.0,33817.2,0.0,0.0,0
4139,14,100306.27,0.0,0.0,1138079.88,4480738.82,0
4140,227,643627.04,0.0,0.0,5752473.6,6396100.64,0
4141,370,3454.3,249180.49,245726.2,439432.62,442886.92,0
4142,179,178430.92,92489.0,270919.92,43930.37,0.0,0
4143,15,473890.45,10850.0,0.0,626359.6,1445067.05,0
4144,401,235285.5,0.0,0.0,2764595.63,2999881.13,0
4145,254,212362.15,10366.0,0.0,0.0,212362.15,0
4146,394,30916.92,297501.58,266584.66,0.0,0.0,0
4147,333,16219.05,0.0,0.0,0.0,0.0,0
4148,184,437596.79,5703.0,0.0,239077.79,676674.57,0
4149,448,179704.94,0.0,0.0,844755.0,1024459.94,0
4150,404,238895.41,17760.0,0.0,166259.03,405154.44,0
4151,372,2391.25,552.0,0.0,1070646.88,1073038.12,0
4152,46,399.68,0.0,0.0,0.0,0.0,0
4153,212,88155.74,1959293.93,2047449.67,134343.14,46187.4,0
4154,159,33688.88,100753.0,67064.12,1415196.8,1448885.67,0
4155,131,76790.07,21410.0,0.0,78471.7,155261.77,0
4156,157,82923.91,9902946.8,9985870.71,2322753.95,2239830.03,0
4157,254,51596.31,0.0,0.0,51704.88,103301.18,0
4158,503,1196.92,245651.0,244454.08,130195.79,131392.7,0
4159,164,73460.63,86793.0,13332.37,1067327.21,1140787.84,0
4160,355,217157.76,43601.0,260758.76,11284443.79,11067286.03,0
4161,520,126838.09,100019.0,0.0,1274292.0,1401130.09,0
4162,93,253947.67,11753.0,0.0,503229.58,757177.24,0
4163,19,12320.48,578263.04,565942.56,0.0,0.0,0
4164,18,4913.65,21407.0,16493.35,0.0,0.0,0
4165,374,169763.47,22031.0,0.0,2417859.06,2587622.53,0
4166,360,1146.78,500494.0,499347.22,0.0,0.0,0
4167,158,244658.73,3885236.49,4129895.22,1426770.12,1182111.39,0
4168,251,124020.74,8513492.49,8637513.24,223166.21,99145.46,0
4169,165,49607.13,9539044.99,9588652.12,68752.53,19145.4,0
4170,276,115542.91,10339428.47,10454971.37,232482.72,116939.82,0
4171,188,261561.15,3947.0,0.0,1317192.73,1578753.88,0
4172,184,213525.66,100740.0,0.0,0.0,213525.66,0
4173,185,16097.8,99917.0,83819.2,30832.87,46930.67,0
4174,45,291875.03,5652.0,297527.03,0.0,0.0,0
4175,250,127068.17,61815.0,188883.17,324944.67,197876.51,0
4176,490,95030.96,1032306.6,1127337.55,3288442.19,3193411.24,0
4177,1,46757.44,8088504.7,8135262.14,814466.17,420946.86,0
4178,131,21482.62,0.0,0.0,0.0,0.0,0
4179,396,553611.61,0.0,0.0,4033026.72,4586638.33,0
4180,203,4776.55,0.0,0.0,0.0,0.0,0
4181,307,106892.63,51492.0,0.0,215012.21,321904.84,0
4182,264,64975.81,12847384.44,12912360.26,505083.36,440107.55,0
4183,185,153670.82,0.0,0.0,1880452.47,2034123.29,0
4184,36,97472.82,56405.0,0.0,250061.56,347534.38,0
4185,285,15655.02,0.0,0.0,0.0,0.0,0
4186,154,403693.18,0.0,0.0,1079157.32,1482850.49,0
4187,232,105797.14,28567346.7,28673143.85,1368377.4,1262580.26,0
4188,327,411930.15,11667.0,423597.15,0.0,0.0,0
4189,188,2504.39,700211.0,697706.61,0.0,0.0,0
4190,347,222471.11,29363.0,251834.11,0.0,0.0,0
4191,324,137435.11,2726.0,0.0,0.0,137435.11,0
4192,595,101513.9,21111.0,0.0,0.0,101513.9,0
4193,43,16200.16,5639.0,0.0,0.0,0.0,0
4194,402,14286.42,0.0,0.0,0.0,0.0,0
4195,358,20727.09,1179.0,0.0,0.0,0.0,0
4196,307,5453.88,394192.91,388739.02,0.0,0.0,0
4197,165,190178.62,7756548.57,7946727.18,582620.68,392442.07,0
4198,202,3349.68,45.0,0.0,0.0,0.0,0
4199,186,7923.21,6924.72,0.0,0.0,0.0,0
4200,396,1308.56,39074.0,37765.44,0.0,0.0,0
4201,374,183593.46,0.0,0.0,1310493.56,1494087.01,0
4202,397,25398.47,0.0,0.0,177690.5,203088.97,0
4203,375,4644.62,68262.55,63617.93,0.0,0.0,0
4204,140,12012.07,0.0,0.0,0.0,0.0,0
4205,153,10466.1,0.0,0.0,0.0,0.0,0
4206,305,266359.75,101828.0,368187.75,0.0,0.0,0
4207,351,277103.58,0.0,0.0,756371.65,1033475.23,0
4208,138,6281.65,2271.0,0.0,0.0,0.0,0
4209,33,53582.62,14035.0,0.0,44947.09,98529.71,0
4210,373,4041.48,0.0,0.0,1816144.79,1820186.27,0
4211,13,340896.45,4123.0,345019.45,0.0,0.0,0
4212,18,36799.78,0.0,0.0,0.0,0.0,0
4213,10,10754.71,1835295.25,1824540.54,0.0,0.0,0
4214,44,8767.12,42916.0,34148.88,0.0,0.0,0
4215,260,475.79,97533.0,97057.21,0.0,0.0,0
4216,308,99775.6,18521.0,118296.6,1813680.15,1713904.55,0
4217,478,71931.35,17299.0,0.0,1215998.29,1287929.64,0
4218,307,13934.36,159046.66,145112.3,0.0,0.0,0
4219,136,217278.77,156856.0,374134.77,4547.37,122003.15,0
4220,355,2233.11,302037.5,299804.39,0.0,0.0,0
4221,356,28688.03,23484.99,0.0,0.0,0.0,0
4222,130,27546.95,0.0,0.0,0.0,0.0,0
4223,11,138340.27,0.0,0.0,1479228.17,2061582.29,0
4224,7,8613.13,105591.0,96977.87,0.0,0.0,0
4225,373,106933.87,9252657.66,9359591.53,283229.72,176295.85,0
4226,321,1401759.18,0.0,0.0,1564823.31,2966582.49,0
4227,284,3175706.46,0.0,0.0,8029302.04,11205008.49,0
4228,380,9458.26,2193.0,0.0,0.0,0.0,0
4229,181,219251.64,2984194.99,3203446.64,2637613.6,2418361.96,0
4230,213,64739.94,73.3,0.0,0.0,0.0,0
4231,401,260076.48,9341.95,0.0,619557.0,879633.48,0
4232,142,355.7,158969.0,158613.3,112250.31,112606.01,0
4233,330,102774.53,12977.0,115751.53,0.0,0.0,0
4234,187,1879.6,0.0,0.0,0.0,0.0,0
4235,16,38346.88,11506.0,0.0,0.0,0.0,0
4236,301,12438.63,80806.0,68367.37,0.0,0.0,0
4237,399,101874.27,531.0,0.0,176172.85,278047.12,0
4238,35,413419.3,32318.0,0.0,33454.63,446873.92,0
4239,262,15104.1,11308.0,0.0,0.0,0.0,0
4240,277,136655.41,1529855.95,1666511.35,970320.9,833665.49,0
4241,565,2366.34,10636.0,8269.66,0.0,0.0,0
4242,400,152411.63,11303114.37,11455526.0,1022934.74,1050954.88,0
4243,305,2017.43,0.0,0.0,0.0,0.0,0
4244,44,213578.3,114820.0,0.0,2825461.15,3039039.45,0
4245,13,187139.01,10482.0,0.0,0.0,187139.01,0
4246,160,270263.16,72109.0,342372.16,155280.28,0.0,0
4247,402,12888.67,14077.0,1188.33,4298526.8,4311415.47,0
4248,397,133013.39,51194.0,0.0,176042.47,309055.86,0
4249,234,376790.12,10400.0,0.0,1386454.43,1763244.56,0
4250,206,48826.04,20814.0,0.0,2332719.98,2381546.02,0
4251,42,171433.26,0.0,0.0,881834.76,1053268.02,0
4252,490,430980.53,70674.0,501654.53,326562.18,0.0,0
4253,298,882.32,880012.74,879130.42,111005.19,111887.51,0
4254,39,1155645.03,0.0,0.0,1405776.09,2561421.12,0
4255,232,201060.95,0.0,0.0,19130279.38,19331340.34,0
4256,238,130233.72,0.0,0.0,424616.22,554849.94,0
4257,33,12986.49,21420.0,34406.49,1498987.18,1486000.69,0
4258,353,182026.18,0.0,0.0,1012060.48,1194086.65,0
4259,373,122167.61,0.0,0.0,215770.26,337937.87,0
4260,163,9614.49,26954.0,17339.51,0.0,0.0,0
4261,256,4924.88,451362.47,446437.59,0.0,0.0,0
4262,350,9153.53,333.0,0.0,4283.23,13436.76,0
4263,96,439.09,237.0,0.0,0.0,0.0,0
4264,373,235406.72,1989496.47,2224903.19,1034686.72,799280.0,0
4265,500,16265.26,617.0,0.0,0.0,16265.26,0
